Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
4876,"1,078","1,078","50,740","43,540",0.89,961,"46,483","40,019",0.05,56,"2,632",974,"1,078","51,963","44,448","1,078","1,220",254,0.03,31,"87,885","64,791",0.03,31,"52,704","20,655",0.77,829,"9,490","5,946","1,251","66,371","13,058"
4877,"3,618","3,618","52,765","44,771",0.75,"2,728","48,792","43,998",0.16,573,987,0,"3,618","55,567","46,712","3,618","2,605",526,0.14,509,"94,992","37,252",0.13,486,"70,407","12,820",0.79,"2,854","11,828","6,602","4,137","157,269","38,337"
4878,"9,122","9,122","59,476","49,526",0.82,"7,446","58,977","52,530",0.13,1228,759,408,"9,122","61,932","51,744","9,122","2,365",783,0.1,888,"80,065","38,604",0.09,853,"53,584","14,681",0.79,"7,199","14,627","9,203","10,221","141,791","61,463"
4879,"13,773","13,773","64,130","51,599",0.79,"10,924","62,867","54,527",0.16,2220,"1,554",606,"13,773","66,887","53,968","13,773","2,644",759,0.1,"1,381","86,488","33,237",0.1,"1,321","59,048","13,522",0.79,"10,919","16,702","10,217","15,189","170,261","75,213"
4880,"8,013","8,013","51,066","44,607",0.8,"6,381","52,507","47,703",0.13,1012,"3,537","2,108","8,013","53,573","46,728","8,013","2,270",473,0.08,632,"98,322","32,318",0.08,614,"79,796","16,450",0.74,"5,927","12,292","7,805","9,153","134,068","40,007"
4881,"2,774","2,774","52,799","41,296",0.7,"1,947","56,796","47,583",0.15,426,"2,511","1,442","2,774","55,016","43,229","2,774","2,136",480,0.16,441,"66,535","30,787",0.16,440,"49,171","14,262",0.72,"1,984","13,429","7,662","3,116","152,242","61,993"
4882,"1,903","1,903","55,556","47,685",0.75,"1,425","58,457","52,026",0.17,315,"4,013","1,448","1,903","58,565","50,409","1,903","2,633",614,0.1,198,"145,680","46,844",0.1,199,"115,966","23,283",0.74,"1,413","14,565","9,421","2,117","190,887","82,096"
4883,"5,023","5,023","50,504","43,572",0.74,"3,739","53,161","47,533",0.13,642,"4,225","1,616","5,023","52,816","45,448","5,023","2,040",454,0.09,454,"96,236","33,614",0.09,450,"73,226","16,168",0.72,"3,632","12,118","7,409","5,543","149,136","55,332"
4884,"1,346","1,346","53,256","42,847",0.68,910,"58,049","49,328",0.19,256,"3,345","2,332","1,346","56,131","44,191","1,346","2,461",448,0.13,176,"96,522","39,481",0.13,181,"71,361","21,046",0.69,927,"14,464","8,705","1,453","234,817","102,202"
4885,"2,459","2,459","52,724","42,240",0.71,"1,736","56,271","48,514",0.17,422,"3,125","1,934","2,459","55,517","44,523","2,459","2,195",497,0.13,318,"95,008","39,174",0.13,310,"75,235","21,538",0.68,"1,675","14,521","8,255","2,658","190,764","90,436"
4886,515,515,"72,010","34,583",0.65,333,"51,155","41,847",0.16,83,"3,869","1,916",515,"75,212","36,986",515,"2,248",220,0.16,83,"78,642","30,803",0.17,85,"67,036","24,704",0.6,307,"35,376","5,940",581,"139,142","61,013"
4887,980,980,"48,009","39,074",0.73,717,"51,319","42,464",0.11,110,539,742,980,"49,882","40,855",980,"1,724",366,0.13,128,"74,394","38,530",0.13,126,"51,075","13,262",0.71,695,"10,964","6,071","1,157","126,024","55,828"
4888,"1,382","1,382","42,655","36,026",0.69,953,"48,374","40,156",0.15,208,"2,029","1,072","1,382","45,195","38,034","1,382","1,863",305,0.13,179,"107,985","33,980",0.13,181,"89,782","20,681",0.65,896,"10,471","5,838","1,566","114,360","44,545"
4890,754,754,"58,747","51,776",0.9,680,"56,508","52,036",0.12,91,"1,472","1,199",754,"60,885","53,724",754,"1,844",460,0.05,35,"96,771","25,265",0.05,37,"62,416","9,282",0.81,609,"12,914","9,182",874,"83,758","29,516"
4891,320,320,"55,302","49,110",0.75,239,"51,105","46,400",0.11,34,"4,301","1,378",320,"58,723","51,706",320,"3,226",450,0.09,29,"149,388","60,688",0.08,26,"117,975","41,616",0.76,243,"12,179","9,538",359,"116,678","45,038"
4892,"1,557","1,557","47,403","36,243",0.86,"1,341","44,321","32,801",0.06,95,959,627,"1,557","49,195","36,865","1,557","1,105",121,0.02,36,"140,744","40,630",0.02,36,"105,132","15,408",0.68,"1,055","10,376","5,422","1,995","50,931","7,091"
4895,"2,244","2,244","53,208","45,858",0.79,"1,780","55,153","49,464",0.11,252,"3,038","1,499","2,244","55,079","47,212","2,244","1,706",370,0.09,199,"95,609","33,040",0.09,195,"76,609","14,128",0.74,"1,652","11,959","7,476","2,617","100,630","36,896"
5000,"11,274","11,274","62,770","40,852",0.76,"8,515","56,433","43,679",0.12,1343,"2,658","1,355","11,274","65,337","42,598","11,274","2,470",339,0.11,"1,213","98,996","20,137",0.1,"1,072","71,870","7,498",0.68,"7,687","21,538","9,587","12,257","181,754","19,234"
5006,"4,366","4,366","100,557","58,654",0.68,"2,967","73,460","56,519",0.16,678,"3,833","2,036","4,366","105,339","61,959","4,366","4,586",752,0.11,500,"172,878","35,606",0.1,447,"108,030","15,976",0.77,"3,376","37,786","15,441","4,706","427,854","79,546"
5007,"5,054","5,054","63,605","53,719",0.85,"4,274","62,691","56,369",0.12,625,"2,176","1,387","5,054","66,026","56,073","5,054","2,390",762,0.11,573,"61,498","21,500",0.1,530,"34,791","8,570",0.82,"4,146","15,803","10,779","5,584","126,962","50,282"
5008,"8,291","8,291","57,074","49,591",0.82,"6,796","57,808","52,847",0.14,1142,"2,355",798,"8,291","59,097","51,370","8,291","1,975",602,0.13,"1,046","58,294","24,484",0.12,961,"38,331","9,376",0.8,"6,654","13,244","9,207","9,000","114,100","49,239"
5009,"3,324","3,324","56,560","49,346",0.79,"2,634","57,476","53,624",0.14,480,"1,794",880,"3,324","58,722","51,158","3,324","2,020",618,0.12,403,"70,053","28,699",0.11,380,"51,343","9,734",0.78,"2,587","13,681","9,697","3,597","131,283","58,231"
5010,"3,106","3,106","49,654","45,290",0.82,"2,560","50,336","48,446",0.12,367,543,843,"3,106","51,332","46,470","3,106","1,660",516,0.12,361,"72,221","30,652",0.11,336,"53,325","11,732",0.77,"2,378","10,676","7,432","3,252","70,581","27,449"
5011,"8,671","8,671","59,808","53,083",0.83,"7,182","60,750","56,456",0.13,1167,"1,275",595,"8,671","61,965","55,105","8,671","2,142",759,0.1,891,"53,538","25,759",0.1,842,"31,570","9,182",0.82,"7,088","14,067","10,177","9,241","130,466","59,152"
5012,"6,202","6,202","47,678","43,112",0.82,"5,080","47,876","45,359",0.09,579,"1,309","1,315","6,202","49,271","44,656","6,202","1,569",436,0.12,772,"103,111","26,470",0.11,694,"92,329","10,376",0.76,"4,691","9,856","6,877","6,418","62,522","20,260"
5013,"5,711","5,711","51,993","47,967",0.84,"4,820","52,046","50,000",0.1,550,"1,137",447,"5,711","53,765","49,563","5,711","1,710",600,0.1,564,"64,585","27,356",0.09,524,"47,348","11,201",0.79,"4,539","10,867","7,865","6,306","92,380","41,459"
5014,"7,297","7,297","56,758","50,942",0.83,"6,057","57,993","54,181",0.12,851,"1,342",562,"7,297","58,848","52,674","7,297","2,049",716,0.1,722,"53,097","27,526",0.09,679,"32,458","10,904",0.81,"5,891","12,806","9,427","8,121","124,077","63,596"
5015,"3,756","3,756","61,885","53,904",0.84,"3,165","62,186","58,188",0.12,469,"1,267",533,"3,756","64,081","55,886","3,756","2,163",798,0.08,305,"79,178","30,799",0.08,295,"53,411","12,455",0.82,"3,095","14,626","10,780","4,357","142,374","73,607"
5016,"5,575","5,575","64,815","55,955",0.83,"4,627","66,000","60,738",0.14,797,793,487,"5,575","67,430","58,453","5,575","2,597",898,0.08,421,"64,860","26,345",0.07,392,"39,198","11,302",0.82,"4,566","16,147","11,633","6,242","182,046","97,212"
5017,"2,633","2,633","55,282","48,806",0.83,"2,193","57,038","52,246",0.08,218,898,225,"2,633","57,192","50,346","2,633","1,893",638,0.06,165,"102,923","22,560",0.06,157,"78,609","10,216",0.78,"2,055","12,735","8,910","3,018","113,575","58,152"
5018,"3,501","3,501","61,318","52,996",0.78,"2,739","64,650","58,542",0.15,527,"2,030",685,"3,501","63,803","55,207","3,501","2,417",762,0.06,215,"140,713","31,376",0.06,208,"116,577","10,791",0.78,"2,739","15,634","10,965","4,059","213,828","109,812"
5019,"5,439","5,439","64,432","53,661",0.79,"4,279","65,206","58,255",0.16,868,"2,395",790,"5,439","67,040","56,005","5,439","2,564",770,0.09,486,"68,576","29,034",0.08,460,"40,575","10,058",0.79,"4,289","17,022","11,748","6,200","202,783","100,933"
5020,"2,060","2,060","69,158","53,682",0.71,"1,471","67,227","58,143",0.18,368,"3,059","1,065","2,060","71,936","56,460","2,060","2,743",682,0.08,161,"148,445","31,752",0.08,155,"105,333","10,230",0.78,"1,598","20,330","11,535","2,307","254,872","116,095"
5021,"4,380","4,380","64,690","50,934",0.66,"2,885","66,620","57,193",0.18,782,"4,385","2,311","4,380","67,945","53,816","4,380","3,039",602,0.08,351,"73,836","30,750",0.07,320,"46,571","10,056",0.74,"3,260","18,690","11,383","4,669","290,365","126,348"
5022,"10,487","10,487","80,715","56,591",0.74,"7,788","72,620","58,872",0.19,2044,"2,168","1,188","10,487","84,329","59,612","10,487","3,543",875,0.1,"1,054","91,427","28,180",0.09,954,"55,145","11,300",0.79,"8,255","25,694","13,695","11,504","276,840","120,023"
5023,"10,224","10,224","56,347","49,233",0.81,"8,242","56,640","53,140",0.12,1273,"2,576","1,200","10,224","58,381","51,060","10,224","2,004",671,0.11,"1,092","61,466","27,296",0.1,"1,012","43,042","9,648",0.8,"8,160","13,158","8,970","11,025","113,807","53,346"
5024,"9,200","9,200","65,357","51,378",0.73,"6,702","65,181","56,140",0.18,1670,"3,551","1,904","9,200","68,161","53,796","9,200","2,723",658,0.09,833,"83,556","30,944",0.09,797,"56,995","11,610",0.77,"7,056","18,447","11,221","9,842","210,842","94,321"
5025,"5,563","5,563","61,561","51,227",0.78,"4,334","62,059","55,026",0.17,932,"3,701","2,125","5,563","63,997","53,341","5,563","2,405",716,0.1,533,"56,518","26,332",0.09,508,"36,670","9,320",0.79,"4,384","15,691","10,204","6,003","165,863","80,023"
5031,"6,343","6,343","62,036","51,810",0.83,"5,239","59,638","53,718",0.15,961,"2,939","1,811","6,343","64,543","53,995","6,343","2,474",717,0.14,861,"73,584","20,554",0.12,759,"56,615","8,885",0.81,"5,143","15,476","10,045","7,136","142,979","53,109"
5032,"8,517","8,517","64,081","50,545",0.78,"6,619","61,091","53,897",0.15,1269,"2,915","1,882","8,517","66,688","52,624","8,517","2,505",694,0.12,"1,015","64,158","26,783",0.11,912,"42,369","10,204",0.79,"6,739","17,242","9,882","8,967","167,512","70,294"
5033,"5,410","5,410","54,996","48,114",0.82,"4,425","55,444","51,113",0.12,644,"2,577","1,205","5,410","56,890","49,881","5,410","1,872",586,0.13,721,"66,427","23,049",0.12,648,"50,414","9,577",0.79,"4,250","12,738","8,648","5,845","108,629","42,118"
5034,"6,679","6,679","82,669","55,834",0.75,"4,976","73,055","57,431",0.16,1048,"2,268","1,620","6,679","86,591","59,179","6,679","3,811",778,0.12,801,"124,272","27,191",0.11,730,"76,305","9,900",0.79,"5,283","26,933","13,492","7,290","290,088","107,348"
5035,"4,111","4,111","64,008","52,242",0.79,"3,259","63,348","56,383",0.14,571,"1,853","1,097","4,111","66,518","54,265","4,111","2,473",744,0.12,499,"56,329","21,400",0.11,448,"35,163","8,588",0.79,"3,237","17,045","10,789","4,431","176,312","60,693"
5037,"7,199","7,199","58,491","48,801",0.81,"5,840","58,445","51,874",0.12,898,"1,362",918,"7,199","60,586","50,631","7,199","2,065",652,0.12,854,"50,620","23,954",0.11,786,"30,264","9,280",0.78,"5,613","14,613","9,213","7,643","130,698","46,295"
5038,"11,177","11,177","57,684","49,294",0.82,"9,127","57,714","52,606",0.12,1340,"1,711",826,"11,177","59,729","51,033","11,177","2,022",695,0.12,"1,379","51,005","21,447",0.11,"1,234","32,162","8,131",0.79,"8,880","13,711","9,062","11,870","122,192","48,355"
5039,"5,488","5,488","60,891","50,468",0.81,"4,450","61,782","54,868",0.13,727,"2,008",824,"5,488","63,106","52,370","5,488","2,203",726,0.11,579,"67,539","24,199",0.1,524,"43,751","9,280",0.79,"4,359","15,308","10,114","5,929","141,347","68,810"
5040,"1,419","1,419","67,687","47,915",0.69,986,"68,281","55,550",0.16,234,"1,674","1,138","1,419","70,485","50,476","1,419","2,727",598,0.09,130,"95,459","28,162",0.08,117,"68,906","9,478",0.73,"1,041","21,332","10,860","1,516","241,440","117,351"
5041,"8,496","8,496","70,987","55,030",0.77,"6,507","69,178","58,904",0.16,1348,"1,694",938,"8,496","74,034","57,522","8,496","3,031",860,0.1,861,"82,016","28,849",0.09,807,"50,807","10,574",0.79,"6,691","20,564","12,723","9,099","233,748","114,885"
5042,"7,065","7,065","53,586","45,571",0.78,"5,496","55,033","50,494",0.12,855,"3,070","1,228","7,065","55,688","47,374","7,065","2,077",555,0.11,792,"57,229","21,323",0.1,713,"36,583","7,555",0.74,"5,257","13,175","8,663","7,392","129,541","44,366"
5043,"11,581","11,581","54,384","47,416",0.81,"9,349","55,979","51,429",0.1,1157,903,600,"11,581","56,409","49,221","11,581","2,005",633,0.1,"1,199","57,361","24,225",0.1,"1,107","37,365","8,608",0.78,"8,986","12,514","8,483","12,491","119,112","47,269"
5044,"7,335","7,335","74,381","54,662",0.73,"5,336","70,107","58,171",0.16,1166,"1,871",780,"7,335","77,753","57,705","7,335","3,312",850,0.09,648,"101,124","31,924",0.08,608,"69,520","10,934",0.78,"5,741","22,567","12,747","7,852","275,810","120,459"
5045,"10,737","10,737","74,924","53,654",0.72,"7,684","69,305","57,086",0.18,1887,"3,232","1,462","10,737","78,514","56,413","10,737","3,459",810,0.11,"1,143","94,210","30,607",0.1,"1,047","60,972","11,358",0.79,"8,442","22,774","12,051","11,749","287,586","101,759"
5046,"5,790","5,790","58,353","50,144",0.79,"4,566","61,028","55,123",0.12,699,653,93,"5,790","60,544","51,931","5,790","2,147",724,0.09,531,"61,027","25,591",0.09,503,"36,650","8,590",0.78,"4,539","14,226","9,820","6,228","153,908","68,839"
5047,"5,113","5,113","55,048","48,055",0.8,"4,099","56,151","51,093",0.12,613,969,713,"5,113","57,081","49,482","5,113","1,964",630,0.1,514,"64,111","26,037",0.09,463,"42,588","8,728",0.77,"3,939","13,060","8,861","5,594","120,843","53,890"
5048,"9,384","9,384","74,020","52,137",0.72,"6,741","68,431","58,258",0.16,1535,"1,852",815,"9,384","77,313","54,822","9,384","3,218",802,0.09,871,"75,310","30,973",0.09,813,"43,684","11,184",0.76,"7,149","23,503","11,737","10,122","259,880","114,107"
5049,"6,533","6,533","69,121","54,024",0.73,"4,794","67,770","59,002",0.18,1194,"2,592","1,154","6,533","72,082","56,639","6,533","2,901",796,0.11,696,"105,268","35,570",0.1,654,"70,604","11,974",0.78,"5,103","19,815","12,060","7,246","239,726","109,899"
5050,"3,620","3,620","62,405","48,200",0.72,"2,590","64,566","55,021",0.17,619,"1,453",909,"3,620","65,045","50,670","3,620","2,597",660,0.1,376,"66,353","25,886",0.09,341,"38,274","8,751",0.74,"2,670","17,648","11,454","3,965","235,796","105,775"
5051,"9,820","9,820","70,092","56,286",0.76,"7,429","69,870","60,887",0.15,1429,"1,102",476,"9,820","72,745","58,306","9,820","2,606",796,0.09,898,"84,432","34,732",0.09,856,"49,956","11,922",0.78,"7,686","20,124","13,241","10,567","228,972","122,618"
5052,"4,226","4,226","70,887","56,415",0.72,"3,045","73,504","63,000",0.15,628,"1,042",723,"4,226","73,876","59,034","4,226","2,942",861,0.1,420,"69,956","31,270",0.09,381,"37,849","12,284",0.76,"3,227","21,201","13,808","4,557","267,683","133,041"
5061,"6,643","6,643","112,998","63,808",0.68,"4,541","84,812","59,592",0.18,1163,"2,358","1,623","6,643","118,652","67,425","6,643","5,551",944,0.12,798,"258,746","37,094",0.11,727,"178,296","13,758",0.8,"5,290","43,079","17,623","7,142","427,112","135,915"
5062,"10,185","10,185","90,756","56,789",0.7,"7,102","77,366","59,414",0.17,1695,"1,796",954,"10,185","95,130","60,285","10,185","4,230",793,0.1,"1,064","152,082","35,750",0.1,980,"91,429","14,248",0.77,"7,855","32,327","14,605","10,630","351,018","139,219"
5063,"8,014","8,014","78,802","54,888",0.74,"5,960","73,068","58,360",0.17,1324,"2,099","1,336","8,014","82,486","57,820","8,014","3,584",909,0.11,903,"100,078","27,240",0.1,814,"55,466","9,742",0.78,"6,287","24,913","13,459","8,669","266,480","98,121"
5064,"6,769","6,769","92,100","54,730",0.63,"4,231","79,726","58,480",0.2,1328,"2,111","1,472","6,769","96,326","57,919","6,769","4,171",811,0.12,794,"159,295","37,270",0.11,731,"92,376","13,085",0.74,"5,005","34,750","15,348","6,784","376,449","136,485"
5065,"7,123","7,123","89,281","54,740",0.64,"4,568","75,755","57,220",0.19,1364,"3,341","2,106","7,123","93,402","57,372","7,123","4,051",705,0.12,838,"136,517","35,926",0.11,769,"75,534","13,408",0.74,"5,296","33,157","14,361","7,265","392,899","113,033"
5066,"8,279","8,279","95,630","59,701",0.65,"5,408","80,710","60,660",0.21,1713,"3,069","1,529","8,279","100,347","63,048","8,279","4,667",850,0.11,887,"147,803","37,550",0.1,814,"88,697","13,283",0.77,"6,368","34,872","16,485","8,380","392,688","146,940"
5067,"7,265","7,265","82,045","54,881",0.72,"5,224","72,161","56,336",0.16,1188,"3,537","1,762","7,265","86,082","58,064","7,265","3,934",788,0.13,929,"105,143","30,530",0.12,847,"58,142","11,994",0.78,"5,659","26,959","13,353","7,886","307,867","86,510"
5068,"8,037","8,037","83,300","53,663",0.69,"5,540","71,779","56,164",0.18,1417,"2,972","1,690","8,037","87,383","56,466","8,037","4,057",799,0.11,898,"148,412","33,293",0.1,842,"100,098","12,525",0.76,"6,144","28,408","13,165","8,351","329,224","99,093"
5069,"5,458","5,458","94,126","59,652",0.73,"3,958","76,865","57,942",0.2,1065,"2,527","1,559","5,458","98,549","62,596","5,458","4,384",842,0.13,720,"173,684","42,108",0.12,662,"100,077","15,546",0.8,"4,372","32,577","14,773","5,848","344,706","111,963"
5070,"9,431","9,431","65,603","49,151",0.75,"7,047","63,655","53,696",0.16,1475,"2,377","1,438","9,431","68,322","51,028","9,431","2,686",650,0.11,"1,063","81,992","28,089",0.1,989,"43,121","9,932",0.76,"7,166","19,072","10,464","9,816","177,982","66,884"
5072,"8,685","8,685","71,230","51,286",0.73,"6,310","66,882","56,073",0.19,1608,"2,474","1,230","8,685","74,262","54,064","8,685","2,985",650,0.11,936,"113,393","32,288",0.1,847,"74,639","11,361",0.76,"6,572","22,274","12,263","9,003","231,080","78,499"
5073,"10,162","10,162","61,987","49,418",0.75,"7,579","61,543","54,183",0.16,1673,"3,010","1,599","10,162","64,469","51,554","10,162","2,436",636,0.11,"1,094","74,039","31,066",0.1,"1,013","48,153","11,249",0.76,"7,720","17,042","10,394","10,450","167,907","67,649"
5074,"8,494","8,494","55,067","47,711",0.77,"6,543","56,796","52,083",0.14,1159,"3,070","1,481","8,494","57,156","49,661","8,494","2,057",614,0.11,949,"48,846","23,749",0.1,855,"27,641","8,776",0.76,"6,487","13,347","8,993","8,738","124,057","48,850"
5075,"6,763","6,763","56,917","48,564",0.75,"5,073","58,625","53,456",0.15,1000,"2,817","1,132","6,763","59,102","50,463","6,763","2,165",606,0.1,708,"59,351","27,286",0.1,665,"36,411","9,673",0.76,"5,156","14,123","9,419","7,237","165,272","69,452"
5076,"6,253","6,253","61,387","51,119",0.75,"4,690","62,741","55,014",0.17,1045,"2,483","1,257","6,253","63,849","53,331","6,253","2,444",668,0.09,570,"65,171","30,097",0.08,523,"39,312","9,417",0.77,"4,832","16,201","10,744","6,623","184,609","87,894"
5081,"6,391","6,391","102,237","58,702",0.69,"4,383","77,582","56,693",0.19,1239,"2,083","1,080","6,391","107,548","62,198","6,391","5,137",897,0.12,755,"289,821","39,649",0.11,704,"205,397","16,919",0.79,"5,024","38,222","15,012","6,679","383,493","114,936"
5082,"10,284","10,284","70,691","55,052",0.8,"8,179","66,972","57,214",0.18,1804,"2,041","1,170","10,284","73,664","57,598","10,284","2,907",808,0.12,"1,260","76,442","25,430",0.11,"1,135","49,265","10,104",0.8,"8,276","19,855","12,074","11,012","202,456","75,478"
5083,"5,007","5,007","63,659","51,958",0.8,"3,993","63,447","56,100",0.15,756,"1,528",676,"5,007","66,121","54,378","5,007","2,449",771,0.13,642,"50,614","22,040",0.12,597,"30,300","8,783",0.79,"3,970","16,687","11,045","5,334","171,606","69,186"
5084,"5,724","5,724","47,463","42,760",0.77,"4,395","48,100","45,181",0.09,536,"1,551",734,"5,724","49,093","43,987","5,724","1,527",382,0.22,"1,232","49,259","28,620",0.2,"1,125","30,121","10,666",0.75,"4,287","9,803","6,580","5,838","70,978","18,133"
5085,"14,114","14,114","57,520","49,976",0.81,"11,499","58,428","53,999",0.13,1817,674,350,"14,114","59,633","51,686","14,114","2,083",662,0.14,"1,997","56,588","24,699",0.13,"1,850","36,804","10,228",0.79,"11,166","13,764","9,599","14,284","101,443","39,785"
5086,"10,238","10,238","56,193","49,193",0.82,"8,377","56,834","52,877",0.13,1293,757,400,"10,238","58,179","51,078","10,238","1,955",642,0.13,"1,361","53,087","24,305",0.12,"1,262","33,123","8,945",0.79,"8,057","13,263","9,257","10,781","115,943","46,385"
5087,"7,652","7,652","56,174","48,720",0.8,"6,107","57,450","52,609",0.13,971,875,700,"7,652","58,210","50,468","7,652","2,023",633,0.14,"1,098","48,695","23,182",0.13,994,"28,293","9,397",0.79,"6,011","13,226","8,960","8,006","115,557","45,329"
5088,"2,198","2,198","51,900","47,231",0.81,"1,776","53,578","50,378",0.1,226,"1,741",650,"2,198","53,585","48,518","2,198","1,682",552,0.14,309,"51,073","26,764",0.13,278,"33,486","8,771",0.79,"1,731","11,063","7,991","2,354","95,199","45,060"
5089,"4,419","4,419","63,397","51,856",0.76,"3,341","64,535","57,000",0.15,682,"2,277","1,120","4,419","65,866","53,815","4,419","2,439",649,0.09,399,"83,426","32,810",0.08,375,"57,890","11,784",0.77,"3,390","17,399","11,671","4,843","207,088","97,921"
5090,"4,441","4,441","51,842","46,296",0.74,"3,305","56,287","53,351",0.11,492,826,264,"4,441","53,692","48,123","4,441","1,838",572,0.1,439,"530,891","30,610",0.09,414,"537,479","11,882",0.75,"3,315","12,018","8,613","4,733","140,911","76,973"
5091,"4,828","4,828","58,450","51,316",0.76,"3,681","61,660","56,481",0.13,642,300,88,"4,828","60,651","53,104","4,828","2,189",660,0.09,444,"72,299","37,624",0.09,421,"41,488","14,578",0.78,"3,757","14,380","10,235","5,347","169,481","95,440"
5092,"10,705","10,705","53,180","48,380",0.8,"8,528","56,143","53,356",0.11,1159,"1,230",718,"10,705","55,015","49,949","10,705","1,807",586,0.11,"1,144","67,271","26,342",0.1,"1,048","49,562","10,162",0.77,"8,261","12,095","8,881","11,716","134,478","64,255"
5093,"5,307","5,307","51,421","46,408",0.79,"4,173","53,708","50,720",0.1,556,"1,264",582,"5,307","53,234","47,971","5,307","1,756",526,0.11,604,"49,523","29,071",0.1,555,"27,847","11,203",0.76,"4,033","11,384","8,278","5,798","121,383","59,075"
5094,554,554,"48,147","43,719",0.76,422,"50,651","47,650",0.09,52,"5,732","1,440",554,"50,170","45,190",554,"1,985",451,0.21,115,"40,905","30,666",0.19,106,"26,712","12,548",0.76,420,"10,092","7,660",615,"87,119","32,716"
5095,"12,821","12,821","58,162","50,112",0.82,"10,477","58,792","53,730",0.14,1766,363,202,"12,821","60,321","52,024","12,821","2,121",594,0.11,"1,470","240,082","27,900",0.11,"1,356","234,205","10,028",0.79,"10,147","14,038","9,652","13,340","117,730","46,046"
5096,"7,899","7,899","53,801","47,493",0.8,"6,293","54,355","50,581",0.13,988,"1,374",649,"7,899","55,788","49,240","7,899","1,967",551,0.11,840,"61,967","33,197",0.1,787,"40,300","12,054",0.79,"6,214","12,034","8,217","8,585","121,869","56,806"
5097,"8,254","8,254","55,969","50,830",0.8,"6,575","59,134","56,107",0.12,952,297,-18,"8,254","57,912","52,605","8,254","1,915",626,0.08,684,"69,547","33,070",0.08,647,"45,253","12,571",0.79,"6,519","12,912","9,644","9,224","151,424","81,227"
5098,"6,965","6,965","52,108","47,858",0.81,"5,608","54,400","51,528",0.09,649,284,85,"6,965","53,776","49,440","6,965","1,629",526,0.11,797,"63,774","30,250",0.1,727,"44,497","11,335",0.78,"5,403","11,419","8,394","7,661","114,397","56,231"
5106,67,67,"55,768","51,265",0.61,41,"66,355","57,757",0.09,6,"-2,793",-347,67,"57,393","51,265",67,"1,624",604,0.07,5,"109,759","97,080",0.07,5,"95,476","61,652",0.72,48,"15,191","9,495",69,"147,296","81,958"
5107,"9,491","9,491","48,672","45,019",0.81,"7,667","49,864","48,483",0.1,983,681,687,"9,491","50,366","46,469","9,491","1,670",487,0.11,"1,070","53,017","29,338",0.11,"1,003","32,822","10,792",0.77,"7,285","9,942","7,271","10,039","80,718","35,539"
5108,"21,587","21,587","48,302","45,476",0.82,"17,793","49,444","48,393",0.07,1606,"1,193",463,"21,587","49,952","46,767","21,587","1,634",482,0.09,"1,840","57,861","28,406",0.08,"1,711","40,362","11,651",0.77,"16,727","9,533","7,201","23,221","82,593","36,249"
5109,"10,937","10,937","51,631","47,049",0.8,"8,758","52,947","51,154",0.1,1119,"1,253",295,"10,937","53,481","48,734","10,937","1,826",538,0.08,855,"61,072","31,475",0.07,817,"38,817","11,600",0.77,"8,445","11,229","8,132","12,074","114,580","57,856"
5110,"4,723","4,723","51,289","46,506",0.83,"3,899","52,181","50,040",0.1,487,"2,236","1,158","4,723","53,163","48,169","4,723","1,833",559,0.08,376,"62,856","34,917",0.07,349,"44,945","15,514",0.78,"3,707","10,975","7,832","4,945","86,975","41,357"
5111,241,241,"66,739","65,915",1,241,"66,461","68,294",0.08,19,"-3,109","-2,322",241,"69,482","68,719",241,"2,743","1,912",0.03,8,"10,978","6,591",0.03,7,"4,637","1,873",0.97,233,"12,162","11,310",252,"99,692","29,924"
5112,"8,769","8,769","47,472","43,094",0.8,"7,058","48,110","46,433",0.08,665,429,160,"8,769","49,043","44,664","8,769","1,553",416,0.08,663,"50,114","27,900",0.07,622,"30,395","10,926",0.74,"6,488","9,755","6,775","9,702","90,150","35,371"
5113,"7,823","7,823","42,821","40,175",0.79,"6,174","43,506","43,126",0.04,299,416,585,"7,823","44,237","41,400","7,823","1,407",313,0.07,521,"44,284","27,158",0.06,492,"27,297","9,270",0.71,"5,552","7,925","5,772","8,662","59,222","23,342"
5114,"19,989","19,989","53,801","48,920",0.85,"17,022","54,396","51,438",0.08,1668,172,-175,"19,989","55,846","50,824","19,989","2,005",620,0.06,"1,255","105,678","30,498",0.06,"1,188","86,385","12,387",0.8,"15,969","11,587","8,513","21,237","103,599","49,869"
5115,"7,063","7,063","51,530","49,427",0.87,"6,144","52,364","51,744",0.05,383,717,280,"7,063","53,507","51,239","7,063","1,930",600,0.06,449,"62,114","26,111",0.06,416,"44,190","12,555",0.81,"5,737","10,236","8,255","7,217","71,468","34,930"
5116,"5,761","5,761","55,316","49,098",0.83,"4,764","56,518","52,202",0.1,578,"1,073",104,"5,761","57,340","50,553","5,761","1,995",607,0.07,384,"67,819","34,334",0.06,366,"45,287","12,496",0.79,"4,538","12,553","8,892","6,139","115,121","57,235"
